case_id,seed,truth,alpha,structural_gain,quality,prediction
20260921_KEEP_01,20260921,KEEP,1.0406992149772532,0.0,0.865711837300396,KEEP
20260921_KEEP_02,20260921,KEEP,1.0399099335318467,0.0,0.876410341373842,KEEP
20260921_KEEP_03,20260921,KEEP,1.0396341468339696,0.0,0.9980371533002348,KEEP
20260921_KEEP_04,20260921,KEEP,1.0403478510202737,0.0,0.9019982225677503,KEEP
20260921_KEEP_05,20260921,KEEP,1.0402930571221711,0.0,0.8573170811647082,KEEP
20260921_KEEP_06,20260921,KEEP,1.0417548398980723,0.0,0.9403838862587688,KEEP
20260921_KEEP_07,20260921,KEEP,1.0411972496705777,0.0,0.8461954993221796,KEEP
20260921_KEEP_08,20260921,KEEP,1.0404436800734314,0.0,0.8650517907448717,KEEP
20260921_KEEP_09,20260921,KEEP,1.039727537452178,0.0,0.9819281435850578,KEEP
20260921_KEEP_10,20260921,KEEP,1.041343510692017,0.0,0.9805577601570695,KEEP
20260921_KEEP_11,20260921,KEEP,1.0409724648294325,0.0,0.9808987743389717,KEEP
20260921_KEEP_12,20260921,KEEP,1.040897584689908,0.0,0.8878552658717054,KEEP
20260921_KEEP_13,20260921,KEEP,1.0402414832754328,0.0,0.9542566723753356,KEEP
20260921_KEEP_14,20260921,KEEP,1.0408706386382105,0.0,0.90128646151493,KEEP
20260921_KEEP_15,20260921,KEEP,1.04153101832087,0.0,0.8380009539711211,KEEP
20260921_KEEP_16,20260921,KEEP,1.0404593244619234,0.0,0.9783407649976621,KEEP
20260921_KEEP_17,20260921,KEEP,1.0417836418299198,0.0,0.9571127595064877,KEEP
20260921_KEEP_18,20260921,KEEP,1.0413632133147699,0.0,0.8559163148763174,KEEP
20260921_KEEP_19,20260921,KEEP,1.0401661715063177,0.0,0.8280909248245671,KEEP
20260921_KEEP_20,20260921,KEEP,1.040121842456807,0.0,0.9555212658424667,KEEP
20260921_RECALIBRATE_01,20260921,RECALIBRATE,0.9299703559574026,0.0,0.9848735779238221,RECALIBRATE
20260921_RECALIBRATE_02,20260921,RECALIBRATE,0.948090778298974,0.0,0.8529038497356545,RECALIBRATE
20260921_RECALIBRATE_03,20260921,RECALIBRATE,0.9848740338382995,0.0,0.9552540348187748,RECALIBRATE
20260921_RECALIBRATE_04,20260921,RECALIBRATE,0.9810397382182293,0.0,0.8915879461233004,RECALIBRATE
20260921_RECALIBRATE_05,20260921,RECALIBRATE,0.9821163116009086,0.0,0.9752926740654791,RECALIBRATE
20260921_RECALIBRATE_06,20260921,RECALIBRATE,0.929505318373578,0.0,0.9767081231958125,RECALIBRATE
20260921_RECALIBRATE_07,20260921,RECALIBRATE,0.9084062512951929,0.0,0.9149967674619295,RECALIBRATE
20260921_RECALIBRATE_08,20260921,RECALIBRATE,0.9011608251806696,0.0,0.8660274616418551,RECALIBRATE
20260921_RECALIBRATE_09,20260921,RECALIBRATE,0.94975060044181,0.0,0.9313329217337432,RECALIBRATE
20260921_RECALIBRATE_10,20260921,RECALIBRATE,0.9937864361389486,0.0,0.8538338416719986,RECALIBRATE
20260921_RECALIBRATE_11,20260921,RECALIBRATE,0.9064844983942066,0.0,0.9737772410173122,RECALIBRATE
20260921_RECALIBRATE_12,20260921,RECALIBRATE,0.9847730916179895,0.0,0.9808248417539942,RECALIBRATE
20260921_RECALIBRATE_13,20260921,RECALIBRATE,0.9290199230199377,0.0,0.9297653012956081,RECALIBRATE
20260921_RECALIBRATE_14,20260921,RECALIBRATE,1.0251557813831556,0.0,0.934545661549865,RECALIBRATE
20260921_RECALIBRATE_15,20260921,RECALIBRATE,1.0254612787041617,0.0,0.8656370278326212,RECALIBRATE
20260921_RECALIBRATE_16,20260921,RECALIBRATE,1.0010567244345865,0.0,0.9041654012671038,RECALIBRATE
20260921_RECALIBRATE_17,20260921,RECALIBRATE,0.9308943155028764,0.0,0.8468031753218808,RECALIBRATE
20260921_RECALIBRATE_18,20260921,RECALIBRATE,0.9286283493251373,0.0,0.9525748037276313,RECALIBRATE
20260921_RECALIBRATE_19,20260921,RECALIBRATE,0.9566293580665198,0.0,0.9475999515942409,RECALIBRATE
20260921_RECALIBRATE_20,20260921,RECALIBRATE,1.025278275644757,0.0,0.8445692524528584,RECALIBRATE
20260921_REVISE_01,20260921,REVISE,2.4460455547097144,0.5543801452427962,0.8255682340883511,REVISE
20260921_REVISE_02,20260921,REVISE,2.360499878352143,0.6093003928498034,0.9316210544541925,REVISE
20260921_REVISE_03,20260921,REVISE,2.1456619671870385,0.4587236314266243,0.8880623032071937,REVISE
20260921_REVISE_04,20260921,REVISE,2.017822995617167,0.8416049927729925,0.9169118061362234,REVISE
20260921_REVISE_05,20260921,REVISE,2.0317451717752517,0.6165642154849557,0.8666381992405912,REVISE
20260921_REVISE_06,20260921,REVISE,1.7983703606502597,0.7331514166073464,0.975565230856495,REVISE
20260921_REVISE_07,20260921,REVISE,1.8268244915038983,0.915001729539408,0.9430375673623858,REVISE
20260921_REVISE_08,20260921,REVISE,2.305274268408915,0.7841114258988598,0.966283436442967,REVISE
20260921_REVISE_09,20260921,REVISE,2.0248745451834846,0.648823047414878,0.9122099206016835,REVISE
20260921_REVISE_10,20260921,REVISE,2.421263170531927,0.6824406224328814,0.8794590062135166,REVISE
20260921_REVISE_11,20260921,REVISE,2.3523251475628313,0.887656590492017,0.919684801933567,REVISE
20260921_REVISE_12,20260921,REVISE,1.8222373911721108,0.5362764870411565,0.998430954603968,REVISE
20260921_REVISE_13,20260921,REVISE,2.1428755570209383,0.48354156085819006,0.9399813799944756,REVISE
20260921_REVISE_14,20260921,REVISE,2.0476087388512147,0.8009552150237986,0.8991486529397414,REVISE
20260921_REVISE_15,20260921,REVISE,2.4093301883865554,0.675219303748895,0.986138589878925,REVISE
20260921_REVISE_16,20260921,REVISE,2.453602573531105,0.6979566134979707,0.845424432234316,REVISE
20260921_REVISE_17,20260921,REVISE,2.463850914758021,0.6194343371181635,0.8451588294554954,REVISE
20260921_REVISE_18,20260921,REVISE,1.7059323101962234,0.8841176240141754,0.8472925973269293,REVISE
20260921_REVISE_19,20260921,REVISE,2.455284769638829,0.6830520921940376,0.9063788064596533,REVISE
20260921_REVISE_20,20260921,REVISE,2.171188325159515,0.4984837003100446,0.9082703386549169,REVISE
20260921_ABSTAIN_01,20260921,ABSTAIN,2.505952118413048,0.5239716305985197,0.29662871185907264,ABSTAIN
20260921_ABSTAIN_02,20260921,ABSTAIN,2.1246843453524193,0.8620417971899361,0.6485315387055193,ABSTAIN
20260921_ABSTAIN_03,20260921,ABSTAIN,2.401098574552602,0.7039370575769243,0.41347026387491825,ABSTAIN
20260921_ABSTAIN_04,20260921,ABSTAIN,1.8160981007352957,0.7429135476285871,0.6892088962030147,ABSTAIN
20260921_ABSTAIN_05,20260921,ABSTAIN,2.4287862001153537,0.629787744099168,0.3636830613817451,ABSTAIN
20260921_ABSTAIN_06,20260921,ABSTAIN,2.5903023848289735,0.7471615401273972,0.714389724379981,ABSTAIN
20260921_ABSTAIN_07,20260921,ABSTAIN,2.2763730421534705,0.6723971627015551,0.7606824998612054,ABSTAIN
20260921_ABSTAIN_08,20260921,ABSTAIN,2.350132426162043,0.7155895999404431,0.42682528678124554,ABSTAIN
20260921_ABSTAIN_09,20260921,ABSTAIN,1.894518239615414,0.6088379574005814,0.4925055481017779,ABSTAIN
20260921_ABSTAIN_10,20260921,ABSTAIN,1.7328369240565002,0.698193350048177,0.3333910992635274,ABSTAIN
20260921_ABSTAIN_11,20260921,ABSTAIN,2.5328115644832057,0.5348648057161987,0.591489029637629,ABSTAIN
20260921_ABSTAIN_12,20260921,ABSTAIN,1.9138753761816698,0.7716987453533746,0.31149530680453497,ABSTAIN
20260921_ABSTAIN_13,20260921,ABSTAIN,2.1478611063190276,0.7147452318597574,0.4594545170695132,ABSTAIN
20260921_ABSTAIN_14,20260921,ABSTAIN,2.513735220588514,0.7761755630983941,0.6181501884025041,ABSTAIN
20260921_ABSTAIN_15,20260921,ABSTAIN,1.982616650065764,0.89267292532841,0.43657936650607154,ABSTAIN
20260921_ABSTAIN_16,20260921,ABSTAIN,2.390327606792393,0.6568956135340458,0.22833079108657744,ABSTAIN
20260921_ABSTAIN_17,20260921,ABSTAIN,1.8959468035844362,0.5599183786952063,0.34301350056953744,ABSTAIN
20260921_ABSTAIN_18,20260921,ABSTAIN,1.8861934488264485,0.9238012197151606,0.526128691860454,ABSTAIN
20260921_ABSTAIN_19,20260921,ABSTAIN,2.458710045610778,0.823279255756615,0.5516717953175614,ABSTAIN
20260921_ABSTAIN_20,20260921,ABSTAIN,1.7720683748642214,0.8033231020701639,0.6656808865999413,ABSTAIN
20260922_KEEP_01,20260922,KEEP,1.0393025009241992,0.0,0.9764592554563372,RECALIBRATE
20260922_KEEP_02,20260922,KEEP,1.0414740543243206,0.0,0.9380005784248409,KEEP
20260922_KEEP_03,20260922,KEEP,1.040496356529648,0.0,0.9759244185699584,KEEP
20260922_KEEP_04,20260922,KEEP,1.0391222225053425,0.0,0.9047732668720173,RECALIBRATE
20260922_KEEP_05,20260922,KEEP,1.0394698462763516,0.0,0.8699229926514505,RECALIBRATE
20260922_KEEP_06,20260922,KEEP,1.0408112991710214,0.0,0.8527158477236068,KEEP
20260922_KEEP_07,20260922,KEEP,1.040998832992891,0.0,0.8808948729089718,KEEP
20260922_KEEP_08,20260922,KEEP,1.040590901849433,0.0,0.8979655816126925,KEEP
20260922_KEEP_09,20260922,KEEP,1.0406542026041017,0.0,0.9650597494485846,KEEP
20260922_KEEP_10,20260922,KEEP,1.0397024022068109,0.0,0.8809978955089458,KEEP
20260922_KEEP_11,20260922,KEEP,1.0408279186311307,0.0,0.9658814098679421,KEEP
20260922_KEEP_12,20260922,KEEP,1.0404967511998535,0.0,0.83271927146253,KEEP
20260922_KEEP_13,20260922,KEEP,1.0408394109603614,0.0,0.8506861314573072,KEEP
20260922_KEEP_14,20260922,KEEP,1.0406988423177086,0.0,0.8342253698275598,KEEP
20260922_KEEP_15,20260922,KEEP,1.0413599106855351,0.0,0.9680883454928911,KEEP
20260922_KEEP_16,20260922,KEEP,1.0405666219056053,0.0,0.9730052157814089,KEEP
20260922_KEEP_17,20260922,KEEP,1.0402897194184302,0.0,0.9932446391775945,KEEP
20260922_KEEP_18,20260922,KEEP,1.040513473034491,0.0,0.9730533290970699,KEEP
20260922_KEEP_19,20260922,KEEP,1.0398026699507035,0.0,0.9142258524070911,KEEP
20260922_KEEP_20,20260922,KEEP,1.0404133900301853,0.0,0.9451912536339395,KEEP
