World,Expected,MAE,Temporal,Context,Lagged_Rainfall,Interaction,Q_evidence,Parameter_Gain,Structural_Gain,Predicted
KEEP_01,KEEP,0.0002,0.0005423969451988,0.0905524614672096,0.0785098928304348,0.0622789634038241,1.0,0.00046868555751910064,0.09051002083632212,KEEP
KEEP_02,KEEP,0.0004416666666666,0.0008282815627899,0.0322113958218798,0.0378814236710672,0.0721914665058624,1.0,0.0007393753317447889,0.0721914665058624,KEEP
KEEP_03,KEEP,0.0006833333333333,0.0308089249113392,0.0436875304784072,0.0439934371934809,0.0539553927743943,1.0,0.02786435739066207,0.0539553927743943,KEEP
KEEP_04,KEEP,0.000925,0.0717224265085528,0.0207529973897085,0.0025623529603786,0.0197200665388236,1.0,0.07012790143136657,0.0197200665388236,KEEP
KEEP_05,KEEP,0.0011666666666666,0.0351367882234273,0.0821760704607217,0.028273656791904,0.0045005024827622,1.0,0.03398968053369121,0.07938293207824768,KEEP
KEEP_06,KEEP,0.0014083333333333,0.0602519731419212,0.082566490666108,0.0071546030013704,0.0023110340813084,1.0,0.05968264606878475,0.07763870402654105,KEEP
KEEP_07,KEEP,0.0016499999999999,0.0578600844252036,0.058583118792426,0.036474240722379,0.01666455287988,1.0,0.054820638257641226,0.05537155482910199,KEEP
KEEP_08,KEEP,0.0018916666666666,0.0441963679173974,0.0182630268043059,0.039831884853132,0.0115123688477762,1.0,0.04194740504814708,0.039831884853132,KEEP
KEEP_09,KEEP,0.0021333333333333,0.064311481594251,0.0680647485198208,0.0184816632853349,0.066576370629066,1.0,0.05892040496392026,0.066576370629066,KEEP
KEEP_10,KEEP,0.002375,0.0213758390460139,0.0708303997350562,0.0460569587316352,0.0360401758884747,1.0,0.01965642568456892,0.06943812724645576,KEEP
KEEP_11,KEEP,0.0026166666666666,0.0562455044467467,0.0849316009803805,0.058325929827281,0.070812435713612,1.0,0.04921435718097517,0.08075174683377999,KEEP
KEEP_12,KEEP,0.0028583333333333,0.0791366451496999,0.02194611161328,0.0237531157095015,0.0606403227250112,1.0,0.07257201971413973,0.0606403227250112,KEEP
KEEP_13,KEEP,0.0031,0.0258698640212227,0.0796160906460396,0.0393306282505886,0.0159645550967603,1.0,0.02445562873066417,0.07766902909221314,KEEP
KEEP_14,KEEP,0.0033416666666666,0.0688471888508703,0.0050766146578575,0.0694179270715347,0.0003184241927167,1.0,0.0640475589277888,0.0694179270715347,KEEP
KEEP_15,KEEP,0.0035833333333333,0.0335647670161346,0.0465143952897454,0.0579339571279002,0.0647328290986874,1.0,0.02957336047664317,0.0647328290986874,KEEP
KEEP_16,KEEP,0.003825,0.0477461214357499,0.0345283946408426,0.0635236564780371,0.0321537591059004,1.0,0.043275418548171816,0.0635236564780371,KEEP
KEEP_17,KEEP,0.0040666666666666,0.0146266243483717,0.0367823560802773,0.0018922014227168,0.0313238871062393,1.0,0.014141652035305628,0.03626219279955131,KEEP
KEEP_18,KEEP,0.0043083333333333,0.0367322018089188,0.047639141859237,0.0029992064743958,0.0127510234917279,1.0,0.03615506593110467,0.045916745544415036,KEEP
KEEP_19,KEEP,0.00455,0.0309257667343301,0.054095344176922,0.0475772482363466,0.0315801272512645,1.0,0.028524230031707502,0.052552316135975094,KEEP
KEEP_20,KEEP,0.0047916666666666,0.0199372321747168,0.0204522099767237,0.0540640546405274,0.0256026920976143,1.0,0.01837649457298044,0.0540640546405274,KEEP
